name,company,image,for_gender,rating,number_votes,main_accords,description,top notes,middle notes,base notes,season,longevity,sillage,gender_vote,price value,price
La Vie Est Belle Intensément,Lancome,https://fimgs.net/mdimg/perfume/375x500.59326.jpg,for women,4.04,693,"['vanilla', 'powdery', 'sweet', 'fruity', 'woody', 'white floral', 'warm spicy', 'amber', 'iris', 'balsamic']","La Vie Est Belle Intensément by Lancome is a Oriental Floral fragrance for women. This is a new fragrance. La Vie Est Belle Intensément was launched in 2020. Top notes are Raspberry, Pink Pepper and Bergamot; middle notes are Heliotrope, Jasmine Sambac and Orange Blossom; base notes are Vanilla, iris, Benzoin, Sandalwood and Patchouli.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Raspberry', 'Pink Pepper', 'Bergamot']","['Heliotrope', 'Jasmine Sambac', 'Orange Blossom']","['Vanilla', 'iris', 'Benzoin', 'Sandalwood', 'Patchouli']",fall,"{'very weak': 22, 'weak': 26, 'moderate': 84, 'long lasting': 124, 'eternal': 68}","{'intimate': 58, 'moderate': 156, 'strong': 159, 'enormous': 148}","{'female': 123, 'more female': 8, 'unisex': 2, 'more male': 0, 'male': 1}","{'way overpriced': 4, 'overpriced': 28, 'ok': 70, 'good value': 14, 'great value': 9}",300
Miss Dior Rose N'Roses,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.58562.jpg,for women,3.59,905,"['rose', 'musky', 'fresh spicy', 'citrus', 'aromatic', 'powdery', 'floral']","Miss Dior Rose N'Roses by Christian Dior is a Floral fragrance for women. This is a new fragrance. Miss Dior Rose N'Roses was launched in 2020. The nose behind this fragrance is Francois Demachy. Top notes are Geranium, Bergamot and Italian Mandarin; middle notes are Grasse Rose and Damask Rose; base note is White Musk. Miss Dior Rose N'Roses is a new addition to the Miss Dior line, announced as a fresh and radiant Eau de Toilette.  Top notes: Italian mandarin, bergamot, geranium essence
Heart: Grasse rose, Damask rose
Base: white musk Miss Dior Rose N'Roses is available as a 50 and 100 ml Eau de Toilette. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Geranium', 'Bergamot', 'Italian Mandarin']","['Grasse Rose', 'Damask Rose']",['White Musk'],spring,"{'very weak': 41, 'weak': 48, 'moderate': 120, 'long lasting': 49, 'eternal': 35}","{'intimate': 91, 'moderate': 173, 'strong': 81, 'enormous': 105}","{'female': 103, 'more female': 5, 'unisex': 6, 'more male': 0, 'male': 0}","{'way overpriced': 12, 'overpriced': 33, 'ok': 38, 'good value': 5, 'great value': 4}",300
1 Million Parfum,Paco Rabanne,https://fimgs.net/mdimg/perfume/375x500.60035.jpg,for men,3.9,561,"['white floral', 'amber', 'tuberose', 'animalic', 'woody', 'salty', 'tropical', 'leather', 'musky', 'coconut']","1 Million Parfum by Paco Rabanne is a Leather fragrance for men. This is a new fragrance. 1 Million Parfum was launched in 2020. 1 Million Parfum was created by Quentin Bisch and Christophe Raynaud. Sun-drenched leather with salty effects. A warm deliberate scent on the edge of the extreme. Salty pulse: ""tuberous salty"" textured by amber woods. Leather opulence: accord ""solar leather"" patinated with notes of resin and pine. Quentin Bisch: ""The original idea of this one comes from an accident: back from vacation I had two bottles broken in my leather bag... one was my sunscreen and the other a sample of cistus. The smell was absolutely divine! I captured it with one simple formula: a contrasted smell of salty monoï-tuberose blended with resinous leather..."" Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],"['Tuberose', 'Monoi Oil', 'Salt', 'Ambergris', 'Solar notes', 'Leather', 'Cashmeran', 'Pine', 'Labdanum']",[],fall,"{'very weak': 20, 'weak': 23, 'moderate': 61, 'long lasting': 183, 'eternal': 124}","{'intimate': 45, 'moderate': 125, 'strong': 206, 'enormous': 128}","{'female': 2, 'more female': 7, 'unisex': 70, 'more male': 58, 'male': 55}","{'way overpriced': 8, 'overpriced': 29, 'ok': 82, 'good value': 32, 'great value': 4}",300
So Scandal!,Jean Paul Gaultier,https://fimgs.net/mdimg/perfume/375x500.60942.jpg,for women,3.88,415,"['white floral', 'fruity', 'sweet', 'tuberose', 'lactonic', 'animalic']","So Scandal! by Jean Paul Gaultier is a Floral Fruity fragrance for women. This is a new fragrance. So Scandal! was launched in 2020. So Scandal! was created by Fabrice Pellegrin and Daphne Bugey. ""She walked past me without even a second glance. A storm in just a tuxedo jacket, and her bare legs.Like an endless compass that one would follow to the end of the world. So sexy.As she strolled by, I saw them all stop mid-sentence. A shock in slow motion. So scandal-ized!
Faintly amused by the silent turbulence she sowed in her wake, she heads straight to her table, the one with her gang. Unapologetically determinedthat the show goes on, her attitude had no latitude for discretion or reserve. This woman lives on in my memory, to the point of obsession: her perfume, SoScandal! by Jean Paul Gaultier. The very essence of a scandal.
Orange blossom, so bright, Sambac jasmine so opulent and tuberose so powdery: a threesome of white flowers that one could have sworn would deliver an angelic sweetness.
And boom! It’s a bomb of all that is sensual!
Juicy raspberry, a gourmetmilkiness with sexy undertones presses all the carnal buttons. A simple aphrodisiac, a deadly weapon that’s deeply erotic. Daphne Bugey and Fabrice Pellegrin. It’s not their first tango.
She says ""freedom is to be unafraid"".
He has his own motto engraved on the back of his watch, ""carpe diem"", as if to better savour the scandal he created with his partner in crime. Languidly pleasing pleats, round hips and a tiny waist,legs akimbo the up side is down. A handmade scandal. A pink sap courses through this objet, like the life juice of a dangerously irresistible fruit. The design, the drapery, this bottle sets the scene for a story that is meant to be written all through the night and maybe even into day break. Trouble and troubling sensations guaranteed. The color of a grand cru, intensely raspberry, almost bordeaux.
Velvety shades. For a colour that colours the night with couture, sound in two parts: SoScandal! by Jean Paul Gaultier. It’s perfectly clear, and it sounds like a champagne cork explosion."" So Scandal! is available as a 30, 50 and 80ml Eau de Parfum. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],"['Raspberry', 'Tuberose', 'Milk', 'Jasmine Sambac', 'Orange Blossom']",[],spring and fall,"{'very weak': 15, 'weak': 23, 'moderate': 59, 'long lasting': 88, 'eternal': 32}","{'intimate': 33, 'moderate': 84, 'strong': 105, 'enormous': 97}","{'female': 79, 'more female': 4, 'unisex': 2, 'more male': 0, 'male': 3}","{'way overpriced': 3, 'overpriced': 22, 'ok': 38, 'good value': 14, 'great value': 4}",300
Idôle L'Intense,Lancome,https://fimgs.net/mdimg/perfume/375x500.62333.jpg,for women,3.79,408,"['woody', 'rose', 'musky', 'floral', 'white floral', 'citrus', 'powdery', 'patchouli', 'vanilla', 'balsamic']","Idôle L'Intense by Lancome is a Chypre Floral fragrance for women. This is a new fragrance. Idôle L'Intense was launched in 2020. Idôle L'Intense was created by Shyamala Maisondieu, Adriana Medina-Baez and Nadege le Garlantezec. Top notes are Bitter Orange and Mandarin Orange; middle notes are Turkish Rose, Grasse Rose, Egyptian Jasmine, Jasmine Sambac, Jasmine and Musk; base notes are Acácia, Cashmere Wood, Patchouli, Madagascar Vanilla, Cedar and Sandalwood.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Bitter Orange', 'Mandarin Orange']","['Turkish Rose', 'Grasse Rose', 'Egyptian Jasmine', 'Jasmine Sambac', 'Jasmine', 'Musk']","['Acácia', 'Cashmere Wood', 'Patchouli', 'Madagascar Vanilla', 'Cedar', 'Sandalwood']",fall,"{'very weak': 10, 'weak': 13, 'moderate': 65, 'long lasting': 91, 'eternal': 33}","{'intimate': 26, 'moderate': 81, 'strong': 120, 'enormous': 80}","{'female': 129, 'more female': 10, 'unisex': 5, 'more male': 2, 'male': 0}","{'way overpriced': 11, 'overpriced': 29, 'ok': 68, 'good value': 9, 'great value': 2}",300
Pasha de Cartier Parfum,Cartier,https://fimgs.net/mdimg/perfume/375x500.59418.jpg,for men,4.44,339,"['woody', 'amber', 'warm spicy', 'balsamic', 'aromatic', 'vanilla', 'alcohol', 'fresh spicy', 'patchouli']","Pasha de Cartier Parfum by Cartier is a Oriental Fougere fragrance for men. This is a new fragrance. Pasha de Cartier Parfum was launched in 2020. The nose behind this fragrance is Mathilde Laurent. Pasha de Cartier, a classic fougere fragrance of lavender and patchouli, was introduced in 1992, named after the Pasha watch, the legendary Cartier jewelry piece from 1985.The new, contemporary and intense version Pasha de Cartier Parfum is available from February 2020. Pasha de Cartier Parfum is designed for contemporary and elegant men; to those who want to be noticed. The fragrance is a modern version of the original in a parfum concentration that provides additional depth, intensity and lasting permanence. The contemporary fougere composition with woody and ambery features includes notes of patchouli, sandalwood, fir balsam, labdanum, benzoin, ambrocenide molecule and tonka bean. The creation is signed by Cartier in-house perfumer Mathilde Laurent.  When creating a new version of the perfume, special attention was paid to the design of the bottle. It is inspired by the watch of the same name with a blue sapphire cabochon, a unique Cartier symbol. It also features other hallmarks including the Trinity ring, gadroons, the love ring and the red box. Pasha Parfum is available in quantities of 50 and 100 ml.
  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],"['Sandalwood', 'Liquor', 'Balsam Fir', 'Tonka Bean', 'Benzoin', 'Ambrocenide', 'Indonesian Patchouli Leaf', 'Labdanum']",[],winter and fall,"{'very weak': 12, 'weak': 12, 'moderate': 33, 'long lasting': 128, 'eternal': 45}","{'intimate': 28, 'moderate': 125, 'strong': 133, 'enormous': 55}","{'female': 2, 'more female': 1, 'unisex': 11, 'more male': 43, 'male': 74}","{'way overpriced': 1, 'overpriced': 13, 'ok': 46, 'good value': 44, 'great value': 10}",300
Eros Eau De Parfum,Versace,https://fimgs.net/mdimg/perfume/375x500.62762.jpg,for men,4.18,266,"['aromatic', 'citrus', 'green', 'woody', 'vanilla', 'fresh spicy', 'amber', 'fruity', 'powdery', 'leather']","Eros Eau De Parfum by Versace is a Oriental Woody fragrance for men. This is a new fragrance. Eros Eau De Parfum was launched in 2020. Top notes are Mint, Candy Apple, Lemon and Mandarin Orange; middle notes are Ambroxan, Geranium and Clary Sage; base notes are Vanilla, Leather, Sandalwood, Cedar, Bitter Orange and Patchouli.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Mint', 'Candy Apple', 'Lemon', 'Mandarin Orange']","['Ambroxan', 'Geranium', 'Clary Sage']","['Vanilla', 'Leather', 'Sandalwood', 'Cedar', 'Bitter Orange', 'Patchouli']",spring,"{'very weak': 21, 'weak': 13, 'moderate': 36, 'long lasting': 111, 'eternal': 33}","{'intimate': 35, 'moderate': 69, 'strong': 106, 'enormous': 47}","{'female': 0, 'more female': 1, 'unisex': 8, 'more male': 32, 'male': 85}","{'way overpriced': 7, 'overpriced': 18, 'ok': 61, 'good value': 26, 'great value': 8}",300
J'Adore Infinissime,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.62638.jpg,for women,3.85,380,"['white floral', 'tuberose', 'yellow floral', 'woody', 'sweet']","J'Adore Infinissime by Christian Dior is a Oriental Floral fragrance for women. This is a new fragrance. J'Adore Infinissime was launched in 2020. The nose behind this fragrance is Francois Demachy. Top notes are Blood Orange, Bergamot and Pink Pepper; middle notes are Tuberose, Jasmine Sambac, Ylang-Ylang, Lily-of-the-Valley and Rose; base note is Sandalwood. A new perfume from the J'Adore Dior family is released in September 2020, called J'Adore Eau de Parfum Infinissime, announced as an ""infinitely sensual"" version of the original. Dior in-house perfumer François Demachy added an intoxicating note of tuberose from the Grasse region to the rich floral composition of the original trio of centifolia rose, sambac jasmine and ylang-ylang. According to the perfumer, the tuberose gives this perfume a unique charm and indicates a strong and confident femininity. J'Adore Infinissime is available as a 50 and 100 ml Eau de Parfum. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Blood Orange', 'Bergamot', 'Pink Pepper']","['Tuberose', 'Jasmine Sambac', 'Ylang-Ylang', 'Lily-of-the-Valley', 'Rose']",['Sandalwood'],summer,"{'very weak': 23, 'weak': 22, 'moderate': 62, 'long lasting': 47, 'eternal': 17}","{'intimate': 40, 'moderate': 88, 'strong': 59, 'enormous': 60}","{'female': 99, 'more female': 7, 'unisex': 5, 'more male': 1, 'male': 2}","{'way overpriced': 16, 'overpriced': 45, 'ok': 24, 'good value': 8, 'great value': 0}",300
Poison,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.218.jpg,for women,3.95,11866,"['fruity', 'sweet', 'amber', 'white floral', 'woody', 'warm spicy', 'balsamic', 'tuberose', 'floral', 'honey']","Poison by Christian Dior is a Oriental Floral fragrance for women. Poison was launched in 1985. The nose behind this fragrance is Edouard Flechier. Top notes are Plum, Wild berries, Coriander, Anise and Brazilian Rosewood; middle notes are Tuberose, Incense, white honey, Cinnamon, Opoponax, Carnation, Jasmine, African Orange flower and Rose; base notes are Vanille, Amber, Sandalwood, Musk, Heliotrope, Vetiver and Virginia Cedar. Forbidden fruit from the house of Dior, Poison is the revolutionary fragrance that became a legend since it has been launched in 1985. An unrivalled alchemy; spicy, fruity, woody fragrance of enigmatic profoundness that mesmerizes the senses…forever. Top notes include coriander, wildberries, orange honey, tuberose are at perfume’s heart, while base note features opopanar.
This dark, mysterious and elegant perfume, which won a FiFi award in 1987, was created by Edouard Flechier.
In 2006, the house of Dior released the Poison Amulets. These are limited edition 15 ml purse sprays available in Poison, Pure Poison, Tendre Poison and Hypnotic Poison; each comes with 2 refills and is packaged in a satin pouch with funnel. The bottles are very elegant while following the style and colors of the originals. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Plum', 'Wild berries', 'Coriander', 'Anise', 'Brazilian Rosewood']","['Tuberose', 'Incense', 'white honey', 'Cinnamon', 'Opoponax', 'Carnation', 'Jasmine', 'African Orange flower', 'Rose']","['Vanille', 'Amber', 'Sandalwood', 'Musk', 'Heliotrope', 'Vetiver', 'Virginia Cedar']",winter,"{'very weak': 78, 'weak': 90, 'moderate': 307, 'long lasting': 800, 'eternal': 1565}","{'intimate': 198, 'moderate': 519, 'strong': 1076, 'enormous': 1589}","{'female': 149, 'more female': 33, 'unisex': 35, 'more male': 2, 'male': 2}","{'way overpriced': 9, 'overpriced': 37, 'ok': 113, 'good value': 32, 'great value': 12}",300
Burberry Her Intense,Burberry,https://fimgs.net/mdimg/perfume/375x500.56761.jpg,for women,3.85,607,"['fruity', 'amber', 'sweet', 'warm spicy', 'fresh']","Burberry Her Intense by Burberry is a Floral Fruity Gourmand fragrance for women. This is a new fragrance. Burberry Her Intense was launched in 2019. The nose behind this fragrance is Francis Kurkdjian. Top notes are Red Fruits and Blackberry; middle note is Jasmine; base note is Benzoin.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Red Fruits', 'Blackberry']",['Jasmine'],['Benzoin'],fall and winter,"{'very weak': 28, 'weak': 29, 'moderate': 64, 'long lasting': 120, 'eternal': 40}","{'intimate': 68, 'moderate': 146, 'strong': 137, 'enormous': 125}","{'female': 89, 'more female': 17, 'unisex': 9, 'more male': 0, 'male': 0}","{'way overpriced': 5, 'overpriced': 10, 'ok': 52, 'good value': 24, 'great value': 4}",300
1 Million Lucky,Paco Rabanne,https://fimgs.net/mdimg/perfume/375x500.48903.jpg,for men,4.22,1584,"['woody', 'sweet', 'nutty', 'honey', 'fruity', 'ozonic', 'citrus', 'amber', 'floral']","1 Million Lucky by Paco Rabanne is a Woody fragrance for men. 1 Million Lucky was launched in 2018. The nose behind this fragrance is Nathalie Gracia-Cetto. Top notes are Plum, Ozonic notes, Grapefruit and Bergamot; middle notes are Hazelnut, Honey, Cedar, Cashmere Wood, Jasmine and Orange Blossom; base notes are Amberwood, Patchouli, Oakmoss and Vetiver. The best-selling perfumes from the house of Paco Rabanne 1 Million (2008) and Lady Million (2010) get the new interpretations that come out in the spring of 2018 - 1 Million Lucky and Lady Million Lucky. ""Seize your dreams and build your own life. Intensely. Grab hold of happiness when it arises. Pure feeling. Tremble, share, and dare. Without limits. Live every moment, without delay."" One Million Lucky Eau de Toilette is announced as a pulsating and captivating scent of woody and gourmand tones. It is described as fresh, vivid and sensual. Hazelnut note enriches the composition of woody elements, with fresh ozone combined with Greengage plum. It is available as a 50 and 100 ml Eau de Toilette. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Plum', 'Ozonic notes', 'Grapefruit', 'Bergamot']","['Hazelnut', 'Honey', 'Cedar', 'Cashmere Wood', 'Jasmine', 'Orange Blossom']","['Amberwood', 'Patchouli', 'Oakmoss', 'Vetiver']",winter,"{'very weak': 43, 'weak': 61, 'moderate': 241, 'long lasting': 434, 'eternal': 97}","{'intimate': 107, 'moderate': 540, 'strong': 284, 'enormous': 156}","{'female': 0, 'more female': 5, 'unisex': 58, 'more male': 93, 'male': 44}","{'way overpriced': 4, 'overpriced': 17, 'ok': 107, 'good value': 43, 'great value': 5}",300
Midnight Fantasy,Britney Spears,https://fimgs.net/mdimg/perfume/375x500.802.jpg,for women,3.97,7337,"['sweet', 'fruity', 'cherry', 'vanilla', 'powdery', 'nutty', 'floral', 'almond']","Midnight Fantasy by Britney Spears is a Floral Fruity fragrance for women. Midnight Fantasy was launched in 2006. The nose behind this fragrance is Caroline Sabas. Top notes are Plum, Sour Cherry and Raspberry; middle notes are Orchid, iris and Freesia; base notes are Vanilla, Amber and Musk. Britney has launched her fourth fragrance for a younger audience, Midnight Fantasy. Now, on the dark blue bottle, Swarowski crystals resemble real stars. Night flowers and exotic fruits make it mysterious and appealing, like forbidden fruit. In the top notes there are exotic framboise, black cherry, and plum. The heart features an harmonious dialogue of night orchid, freesia and iris. Amber, musk and vanilla create a dark and warm trail. The perfume was created by Caroline Sabas in 2006. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Plum', 'Sour Cherry', 'Raspberry']","['Orchid', 'iris', 'Freesia']","['Vanilla', 'Amber', 'Musk']",winter,"{'very weak': 109, 'weak': 181, 'moderate': 609, 'long lasting': 759, 'eternal': 385}","{'intimate': 216, 'moderate': 784, 'strong': 864, 'enormous': 344}","{'female': 158, 'more female': 11, 'unisex': 8, 'more male': 0, 'male': 2}","{'way overpriced': 4, 'overpriced': 8, 'ok': 29, 'good value': 59, 'great value': 82}",300
Lost Cherry,Tom Ford,https://fimgs.net/mdimg/perfume/375x500.51411.jpg,for women and men,4.18,2274,"['sweet', 'almond', 'cherry', 'nutty', 'fruity', 'vanilla', 'amber', 'warm spicy', 'woody', 'alcohol']","Lost Cherry by Tom Ford is a Oriental Floral fragrance for women and men. This is a new fragrance. Lost Cherry was launched in 2018. The nose behind this fragrance is Louise Turner. Top notes are Sour Cherry, Bitter Almond and Liquor; middle notes are Sour Cherry, Plum, Turkish Rose and Jasmine Sambac; base notes are Tonka Bean, Vanilla, Peru Balsam, Benzoin, Cinnamon, Sandalwood, Cedar, Cloves, Vetiver and Patchouli. ""Tom Ford Lost Cherry is a full-bodied journey into the once-forbidden; a contrasting scent that reveals a tempting dichotomy of playful, candy-like gleam on the outside and luscious flesh on the inside. Innocence intersects indulgence with an opening that captures the classic perfection of the exotic cherry fruit–Black Cherry's ripe flesh dripping in cherry liqueur glistens with a teasing touch of Bitter Almond. The heart bursts forth in cherry waves of sweet and tart. Griotte Syrup expresses the textured maceration of voluptuous fruits while breathtaking florals Turkish Rose and Jasmine Sambac penetrate the senses and soul. Peru Balsam and Roasted Tonka at the drydown suggest a new portrait of an iconic symbol. When blended with an unexpected melange of sandalwood, vetiver and cedar, the finish reaches fantasy-inspiring levels of insatiability."" Top notes: black cherry, cherry liquer, bitter almonds
Heart notes: Griotte syrup, Turkish rose, jasmine Sambac
Base notes: Peru balm, roasted tonka beans, sandalwood, vetiver, cedar Tom Ford Lost Cherry will be available from November 2018 as 50ml Eau de Parfum and 250ml Eau de Parfum. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Sour Cherry', 'Bitter Almond', 'Liquor']","['Sour Cherry', 'Plum', 'Turkish Rose', 'Jasmine Sambac']","['Tonka Bean', 'Vanilla', 'Peru Balsam', 'Benzoin', 'Cinnamon', 'Sandalwood', 'Cedar', 'Cloves', 'Vetiver', 'Patchouli']",winter,"{'very weak': 115, 'weak': 145, 'moderate': 342, 'long lasting': 263, 'eternal': 108}","{'intimate': 254, 'moderate': 550, 'strong': 341, 'enormous': 297}","{'female': 159, 'more female': 115, 'unisex': 134, 'more male': 4, 'male': 5}","{'way overpriced': 235, 'overpriced': 89, 'ok': 52, 'good value': 6, 'great value': 12}",300
Ombré Leather (2018),Tom Ford,https://fimgs.net/mdimg/perfume/375x500.50239.jpg,for women and men,4.4,2853,"['leather', 'animalic', 'white floral', 'warm spicy', 'amber', 'smoky', 'earthy', 'mossy', 'patchouli', 'woody']","Ombré Leather (2018) by Tom Ford is a Leather fragrance for women and men. Ombré Leather (2018) was launched in 2018. The nose behind this fragrance is Sonia Constant. Top note is Cardamom; middle notes are Leather and Jasmine Sambac; base notes are Amber, Moss and Patchouli.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",['Cardamom'],"['Leather', 'Jasmine Sambac']","['Amber', 'Moss', 'Patchouli']",winter,"{'very weak': 64, 'weak': 79, 'moderate': 258, 'long lasting': 726, 'eternal': 280}","{'intimate': 140, 'moderate': 747, 'strong': 553, 'enormous': 308}","{'female': 4, 'more female': 8, 'unisex': 151, 'more male': 164, 'male': 187}","{'way overpriced': 37, 'overpriced': 114, 'ok': 218, 'good value': 70, 'great value': 20}",300
Y Eau de Parfum,Yves Saint Laurent,https://fimgs.net/mdimg/perfume/375x500.50757.jpg,for men,4.18,2485,"['aromatic', 'woody', 'fresh spicy', 'amber', 'warm spicy', 'fruity', 'fresh', 'herbal', 'citrus', 'green']","Y Eau de Parfum by Yves Saint Laurent is a Aromatic Fougere fragrance for men. This is a new fragrance. Y Eau de Parfum was launched in 2018. The nose behind this fragrance is Dominique Ropion. Top notes are Apple, Ginger and Bergamot; middle notes are Sage, Juniper Berries and Geranium; base notes are Amberwood, Tonka Bean, Cedar, Vetiver and Olibanum. YSL is introducing a new version of Y fragrance - Y Eau De Parfum - packaged in a darker bottle. Y Eau de Parfum, is coming out on the global market in September 2018 as ""a seductive fragrance interpretation of Yves Saint Laurent's iconic white T-shirt and black jacket.""  Perfumer Dominique Ropion constructed the new composition as deep, fresh and masculine, with aromatic, spicy, woody and fougere features.  Top notes: bergamot, ginger, apple
Heart: sage, geranium, juniper berries
Base: vetiver, cedar, tonka, amber woods, olibanum The fragrance is available as a 60 and 100 ml of Eau de Parfum.
  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Apple', 'Ginger', 'Bergamot']","['Sage', 'Juniper Berries', 'Geranium']","['Amberwood', 'Tonka Bean', 'Cedar', 'Vetiver', 'Olibanum']",spring,"{'very weak': 60, 'weak': 106, 'moderate': 346, 'long lasting': 924, 'eternal': 166}","{'intimate': 180, 'moderate': 664, 'strong': 825, 'enormous': 248}","{'female': 2, 'more female': 3, 'unisex': 25, 'more male': 167, 'male': 313}","{'way overpriced': 49, 'overpriced': 126, 'ok': 236, 'good value': 71, 'great value': 8}",300
